cgpa,internships,projects,aptitude_score,communication_score,active_backlogs,dept,skill_level,placement_status
9.38,1,0,86,4,3,MECH,High,1
7.34,2,5,81,3,4,CSE,Low,1
8.13,3,8,82,1,0,CSE,High,1
7.29,0,9,78,3,4,CSE,High,0
6.11,1,7,58,6,4,EEE,Medium,0
6.88,1,6,95,6,4,MECH,Low,0
5.52,1,2,61,5,1,ECE,Medium,1
8.33,0,4,55,6,0,ECE,Low,1
5.96,4,7,51,6,2,CSE,Medium,1
7.38,1,9,78,3,1,CSE,High,1
9.84,4,0,71,4,4,CSE,Low,1
5.16,4,4,79,3,0,CSE,Low,1
5.76,1,8,95,4,3,ECE,Medium,1
6.49,3,9,89,9,1,EEE,Medium,1
9.71,0,1,42,2,1,CSE,High,1
9.54,0,6,86,3,2,CSE,Low,1
5.81,2,4,74,5,1,CSE,Low,1
9.91,4,5,41,1,0,ECE,Medium,1
8.75,4,2,65,5,3,ECE,Low,1
7.7,0,4,46,7,4,EEE,High,0
9.66,0,4,43,1,2,CSE,High,1
9.4,2,3,52,9,4,CSE,Medium,1
6.96,4,7,81,3,1,CSE,Medium,1
8.28,3,4,79,3,2,CSE,Medium,1
8.24,0,0,46,3,3,ECE,Medium,0
6.63,1,8,70,7,4,ECE,Medium,0
5.9,0,3,42,9,1,CSE,Low,1
7.33,3,0,93,6,2,ECE,Medium,1
6.32,4,1,46,7,1,MECH,High,1
6.78,4,4,47,4,0,CSE,Medium,1
9.77,4,4,71,8,4,CSE,High,1
7.31,0,8,66,3,1,CSE,Medium,1
8.42,4,7,99,7,1,EEE,High,1
6.68,2,4,80,3,2,CSE,High,1
9.98,1,0,53,1,0,ECE,Low,1
8.29,4,7,52,7,2,CSE,High,1
5.98,2,6,51,3,1,EEE,Low,1
5.49,2,6,51,7,4,EEE,Low,0
9.72,2,6,70,3,3,CSE,High,1
9.72,1,4,69,8,1,ECE,Medium,1
8.11,1,0,92,5,3,CSE,Medium,1
5.08,4,2,75,6,0,EEE,Medium,1
6.13,4,6,58,2,0,CSE,Low,1
9.01,4,4,66,8,0,MECH,High,1
9.38,1,7,66,6,1,CSE,Medium,1
7.27,2,2,47,2,3,MECH,High,1
6.83,2,4,77,8,1,EEE,Low,1
6.37,3,9,47,6,3,CSE,Low,1
5.58,1,7,81,5,1,CSE,Medium,1
5.58,1,3,66,6,4,EEE,Low,0
9.76,2,8,97,1,0,ECE,High,1
9.04,1,8,97,2,2,CSE,Medium,1
5.82,2,9,58,2,0,ECE,High,1
6.04,4,2,70,9,3,EEE,Medium,1
8.28,3,2,74,1,3,ECE,Low,1
8.82,2,7,76,1,1,ECE,Medium,1
9.05,1,5,84,2,3,EEE,Medium,1
5.82,2,9,63,2,1,CSE,Low,1
9.92,3,3,89,4,0,ECE,High,1
6.14,2,6,80,8,3,MECH,Low,1
7.95,0,0,62,8,3,CSE,Low,0
7.94,3,4,44,4,0,EEE,High,1
9.84,0,4,51,2,0,CSE,Low,1
8.29,3,6,58,3,3,CSE,High,1
7.92,4,2,83,2,1,CSE,High,1
7.59,1,1,61,4,3,EEE,Medium,0
8.82,2,7,98,3,3,MECH,Low,1
5.53,4,5,81,4,1,CSE,Medium,1
5.01,2,3,55,4,2,ECE,High,1
9.76,0,0,67,4,0,EEE,Low,1
7.49,0,0,69,6,0,ECE,High,1
6.64,3,9,87,5,0,CSE,High,1
6.84,0,6,97,3,1,CSE,Low,1
9.02,4,4,46,8,3,MECH,Medium,1
6.91,0,9,88,9,2,CSE,Medium,1
8.85,4,8,42,4,2,ECE,High,1
7.2,4,4,72,4,2,CSE,Low,1
9.22,2,5,89,1,1,ECE,Medium,1
5.38,1,4,57,7,0,CSE,Medium,1
7.41,3,6,70,7,0,CSE,Low,1
7.33,1,3,64,8,2,CSE,Medium,1
6.32,3,4,91,4,3,ECE,Low,1
9.72,0,1,70,2,1,ECE,Medium,1
9.53,4,2,72,7,4,ECE,Medium,1
7.22,4,2,45,7,2,ECE,High,1
5.49,4,0,50,7,1,CSE,High,1
6.03,4,8,90,2,3,CSE,Low,1
6.36,3,1,45,9,0,EEE,Low,1
7.42,1,5,64,7,2,CSE,Low,1
6.69,4,4,73,6,4,CSE,Medium,1
8.87,3,2,86,3,4,CSE,Medium,1
7.38,2,0,56,7,2,ECE,Medium,1
9.35,4,5,62,3,4,CSE,Medium,1
9.98,3,9,50,4,4,ECE,High,1
6.1,1,8,55,2,0,CSE,Low,1
8.06,3,3,91,3,4,CSE,Medium,1
9.24,1,1,85,7,4,EEE,Medium,1
9.73,0,4,68,4,3,MECH,Low,1
6.45,3,6,97,2,2,EEE,Low,1
8.64,3,1,98,7,2,CSE,Low,1
5.08,2,5,48,1,0,ECE,High,1
9.4,1,3,40,8,1,CSE,High,1
5.32,2,7,46,1,0,ECE,Low,1
8.67,0,1,85,8,0,ECE,High,1
9.97,1,0,90,3,2,CSE,High,1
7.51,0,9,96,8,1,CSE,Low,1
6.05,4,3,69,2,0,MECH,High,1
7.97,4,6,49,3,0,EEE,Low,1
8.12,3,8,60,1,0,ECE,Low,1
8.34,0,5,73,9,3,CSE,Medium,1
5.86,2,1,93,8,0,CSE,High,1
9.49,2,3,69,3,1,CSE,Low,1
8.1,4,3,76,1,0,ECE,Medium,1
5.22,2,1,56,2,2,CSE,Medium,1
8.42,2,6,66,7,3,CSE,Medium,1
5.98,4,6,68,4,3,MECH,Low,1
5.14,3,2,72,1,3,CSE,Low,1
7.75,3,9,77,9,1,CSE,High,1
9.07,1,4,73,3,3,EEE,High,1
9.3,0,8,80,4,3,MECH,High,1
5.52,0,2,60,5,4,ECE,Low,0
8.32,1,4,76,3,1,CSE,Medium,1
8.55,0,0,63,7,0,CSE,High,1
6.47,4,6,54,5,3,CSE,Medium,1
9.86,4,5,65,3,2,EEE,Low,1
6.39,2,5,90,5,3,EEE,Medium,1
5.35,2,1,48,4,4,ECE,Low,0
7.6,1,3,98,6,3,EEE,Medium,1
8.47,0,0,57,8,1,CSE,High,1
6.22,3,8,78,3,4,ECE,Low,1
6.69,2,5,46,3,0,ECE,Low,1
7.82,3,9,59,2,2,ECE,Low,1
9.43,0,2,46,8,0,EEE,Medium,1
8.74,0,6,91,1,2,CSE,Low,1
6.05,4,4,54,4,4,CSE,High,1
6.26,4,1,73,7,2,MECH,High,1
7.62,3,6,57,6,3,MECH,Medium,1
8.84,0,9,67,9,2,ECE,Medium,1
8.09,3,5,47,4,1,CSE,High,1
7.51,1,2,99,4,2,CSE,Low,1
7.99,3,2,46,5,4,ECE,Low,1
8.78,3,4,98,9,2,CSE,High,1
7.69,1,7,78,8,4,EEE,Low,1
9.49,3,3,76,9,3,EEE,High,1
9.74,0,7,40,3,4,CSE,Medium,0
9.58,1,6,40,8,4,ECE,Medium,1
8.77,2,8,70,4,4,ECE,Low,1
6.23,4,8,47,7,1,CSE,Medium,1
6.93,3,5,65,3,3,CSE,Medium,1
6.4,2,4,56,1,3,CSE,High,1
8.29,4,5,92,9,2,ECE,Low,1
6.62,3,8,77,8,2,EEE,Low,1
8.77,0,1,45,2,0,MECH,High,1
5.57,4,6,43,3,3,CSE,Medium,1
8.88,4,3,93,8,2,MECH,Low,1
7.93,0,4,80,3,0,EEE,Medium,1
9.18,3,6,88,6,4,MECH,Low,1
7.15,4,9,41,5,1,CSE,Medium,1
8.12,1,1,63,2,3,EEE,Low,0
7.77,4,4,63,8,4,EEE,Low,1
9.88,0,4,96,2,0,ECE,Medium,1
8.78,3,1,75,5,3,MECH,Low,1
7.72,3,4,58,8,0,MECH,Low,1
5.87,3,6,72,8,3,CSE,Medium,1
9.52,1,4,42,4,3,ECE,High,1
6.03,2,6,56,8,1,CSE,Medium,1
8.25,1,9,94,5,3,CSE,Medium,1
9.68,3,4,43,6,0,CSE,Low,1
6.12,2,4,60,2,1,CSE,Medium,1
6.13,1,5,98,6,2,ECE,Medium,1
9.26,4,2,87,8,4,EEE,High,1
9.14,2,2,89,6,2,CSE,High,1
6.76,3,7,50,5,1,ECE,Low,1
6.33,2,9,55,8,3,CSE,Medium,1
5.64,0,1,79,4,0,MECH,High,1
9.94,1,1,72,4,3,CSE,Medium,1
9.18,3,7,89,4,2,EEE,Medium,1
9.5,2,8,48,6,3,ECE,High,1
7.57,2,3,87,3,0,ECE,High,1
5.57,2,6,64,8,3,EEE,Low,1
5.26,1,0,87,1,0,ECE,High,1
6.65,2,6,73,4,0,EEE,Medium,1
9.6,0,1,93,7,1,EEE,High,1
9.74,3,6,79,8,2,CSE,High,1
9.21,2,7,76,3,1,MECH,Medium,1
5.79,0,3,90,2,3,MECH,High,0
7.1,4,3,71,4,3,CSE,High,1
6.23,4,1,95,2,3,EEE,High,1
6.03,3,1,88,9,4,CSE,Medium,1
8.42,2,9,86,7,3,EEE,Medium,1
7.43,1,7,59,6,3,CSE,Medium,1
6.62,1,8,54,1,2,ECE,High,1
5.5,2,5,55,6,3,ECE,Low,0
7.72,1,9,74,7,2,ECE,Low,1
6.74,3,8,83,8,2,EEE,High,1
6.96,1,4,97,4,1,ECE,Medium,1
6.55,0,2,87,8,2,CSE,Medium,1
6.94,4,5,82,4,4,CSE,Medium,1
7.78,3,3,87,8,0,ECE,Medium,1
5.07,2,4,50,6,1,CSE,Low,1
9.24,1,4,91,2,2,CSE,Medium,1
9.61,4,4,81,1,1,EEE,Medium,1
7.75,2,9,53,9,1,ECE,Medium,1
6.34,4,0,73,4,2,MECH,High,1
9.95,2,6,52,9,3,EEE,Medium,1
6.92,2,6,52,3,4,CSE,High,1
8.47,4,0,44,3,1,MECH,Medium,1
8.45,3,9,40,8,4,CSE,High,1
7.17,1,3,81,9,0,EEE,High,1
6.0,1,4,73,6,3,CSE,Low,0
9.83,2,5,51,1,2,EEE,High,1
5.32,0,9,86,9,0,ECE,High,1
7.43,2,6,84,2,3,CSE,High,1
6.1,4,3,83,7,2,ECE,High,1
6.47,3,7,57,6,0,ECE,Medium,1
9.14,3,5,88,3,3,CSE,Low,1
6.84,2,4,42,9,0,CSE,Low,1
5.42,1,4,40,1,1,CSE,High,1
5.98,4,4,94,4,1,ECE,High,1
9.3,3,4,56,2,2,ECE,Medium,1
9.89,0,2,78,2,4,EEE,Medium,0
6.34,3,5,64,2,2,CSE,High,1
8.38,1,3,54,7,1,MECH,High,1
5.41,1,5,91,6,2,CSE,Medium,1
8.62,4,2,50,6,0,CSE,High,1
7.08,4,2,97,3,1,ECE,Medium,1
9.59,3,9,43,6,3,CSE,Low,1
6.56,1,9,82,9,0,ECE,Medium,1
9.71,4,9,63,6,4,ECE,Low,1
7.52,3,0,58,5,1,EEE,High,1
6.74,0,1,84,8,2,MECH,Medium,1
8.24,2,8,42,7,4,CSE,Medium,1
6.25,1,2,88,4,4,CSE,Low,0
6.15,0,4,81,9,1,CSE,Medium,1
5.98,0,2,68,6,2,CSE,High,1
9.8,1,2,67,9,0,MECH,Low,1
7.46,4,1,87,7,1,CSE,High,1
8.76,2,1,95,1,0,CSE,Low,1
7.37,4,3,92,4,3,CSE,Medium,1
7.94,1,5,55,6,2,MECH,Low,1
7.92,3,3,85,8,3,CSE,Low,1
9.9,4,8,49,5,4,CSE,Medium,1
8.34,3,3,51,4,1,EEE,High,1
6.2,3,5,46,8,2,CSE,Low,1
5.08,4,6,75,5,1,ECE,Medium,1
6.09,3,9,51,6,0,CSE,Medium,1
7.28,3,3,81,3,4,MECH,Low,1
6.97,2,9,99,9,3,CSE,High,1
9.06,1,7,98,6,1,CSE,High,1
8.93,3,8,64,9,1,MECH,High,1
5.45,0,6,80,1,1,ECE,Low,0
9.76,4,9,80,6,4,CSE,Medium,1
7.64,2,0,67,8,4,CSE,Medium,1
7.98,1,9,66,6,4,ECE,High,1
7.03,2,4,86,2,4,CSE,Medium,1
8.25,0,9,85,6,4,EEE,High,1
9.36,0,9,84,7,2,MECH,Medium,1
8.37,3,7,91,5,2,ECE,Medium,1
9.85,1,7,44,7,1,CSE,Medium,1
8.51,4,5,95,4,3,CSE,High,1
9.11,1,9,94,1,2,CSE,Low,1
5.23,3,9,76,4,4,CSE,Low,1
8.36,1,4,97,2,4,ECE,Medium,1
8.27,1,2,79,9,1,CSE,Medium,1
5.51,3,5,50,2,3,CSE,Medium,1
9.21,2,9,52,1,1,MECH,Low,1
8.07,1,3,97,7,3,ECE,Medium,1
5.49,2,7,55,6,3,MECH,Low,1
7.97,4,9,76,4,2,EEE,High,1
7.39,4,9,51,4,0,EEE,Low,1
6.17,4,8,49,9,2,CSE,High,1
5.1,1,6,58,6,4,CSE,Low,0
6.83,4,8,46,1,2,ECE,High,1
8.1,0,5,85,7,4,ECE,Medium,0
6.65,4,8,44,5,4,ECE,High,1
6.54,1,1,59,2,3,CSE,Medium,0
8.76,1,8,67,8,4,MECH,Medium,1
8.79,2,1,46,6,0,MECH,Medium,1
8.59,3,4,92,7,2,EEE,Low,1
5.51,4,1,46,8,0,ECE,Medium,1
7.58,2,0,98,4,3,EEE,Medium,1
7.79,2,4,65,2,1,ECE,Medium,1
8.72,1,4,43,1,3,ECE,Low,1
9.52,2,8,80,5,2,CSE,Low,1
6.85,2,5,60,8,0,ECE,Low,1
7.14,2,4,83,7,3,CSE,Medium,1
8.66,4,3,85,5,0,ECE,High,1
8.31,1,5,74,9,0,ECE,High,1
7.79,2,0,80,7,0,CSE,High,1
6.75,1,8,85,5,1,CSE,Medium,1
5.98,1,8,74,4,0,CSE,Medium,1
5.92,3,0,96,4,3,ECE,Medium,1
5.41,1,2,90,9,4,CSE,Medium,0
5.41,4,3,54,7,2,ECE,High,1
9.23,4,8,89,9,4,ECE,High,1
6.92,4,5,65,1,4,CSE,Medium,1
5.3,3,0,55,3,0,CSE,Medium,1
9.48,3,0,69,4,4,MECH,High,1
6.12,2,6,52,7,0,CSE,Low,1
6.34,3,6,57,9,1,CSE,Medium,1
5.97,4,5,48,9,2,EEE,Medium,1
9.84,2,9,71,9,0,EEE,Low,1
5.56,0,1,65,8,4,CSE,Low,0
8.61,4,0,45,2,4,ECE,Low,1
9.66,0,2,41,2,4,EEE,High,0
8.34,2,7,90,8,1,CSE,High,1
9.29,3,1,94,1,0,CSE,Medium,1
6.21,2,2,97,9,2,ECE,High,1
8.37,1,9,51,2,4,EEE,Medium,1
8.5,3,6,43,3,4,EEE,High,1
7.29,0,3,63,6,1,MECH,Low,1
9.35,1,7,77,3,1,ECE,High,1
8.47,0,1,67,1,0,CSE,Medium,1
9.47,4,2,77,1,4,CSE,Medium,1
8.77,3,3,45,9,1,EEE,Low,1
7.6,1,0,60,3,3,ECE,Medium,0
7.49,1,8,97,2,1,CSE,High,1
7.27,1,9,50,1,0,ECE,Medium,1
5.11,4,9,64,5,3,CSE,Medium,1
7.68,0,1,60,1,1,CSE,Low,1
7.11,4,2,40,8,1,CSE,Medium,1
5.79,0,5,52,7,1,MECH,High,1
5.6,3,1,55,6,0,MECH,Medium,1
7.25,3,2,49,3,3,MECH,Low,1
5.2,1,7,57,7,2,MECH,Medium,1
9.93,2,4,82,9,2,CSE,Medium,1
6.89,2,9,43,2,4,ECE,High,1
6.91,0,1,84,9,2,EEE,High,1
5.26,1,4,74,1,4,CSE,Medium,0
7.13,2,8,61,2,1,CSE,High,1
5.08,3,9,83,3,3,CSE,Low,1
5.15,0,7,85,7,1,CSE,Low,1
6.7,0,7,68,1,2,ECE,Medium,0
9.1,4,3,82,4,3,CSE,High,1
7.29,1,5,93,8,4,ECE,High,1
5.07,0,4,98,8,1,MECH,High,1
5.82,2,8,91,4,4,EEE,High,1
8.7,0,6,72,9,0,CSE,Medium,1
8.69,2,0,76,8,1,CSE,Low,1
8.77,1,5,52,9,0,EEE,High,1
6.76,0,4,95,4,4,CSE,Medium,0
6.76,3,1,80,5,3,EEE,High,1
9.01,3,9,61,4,1,CSE,Medium,1
6.99,2,8,50,5,4,CSE,Low,1
8.64,3,9,92,5,0,CSE,Medium,1
7.91,3,1,59,9,4,CSE,Medium,1
6.82,1,3,67,2,1,EEE,High,1
5.4,4,6,51,2,4,CSE,High,1
5.58,1,0,62,9,3,EEE,Low,0
9.45,2,2,67,4,4,CSE,High,1
7.26,1,2,79,8,3,ECE,Medium,1
9.97,1,0,74,6,4,ECE,Medium,1
6.82,0,7,89,2,1,CSE,Low,1
6.25,1,0,48,3,1,MECH,Low,1
6.75,1,0,77,3,2,MECH,Low,1
6.72,4,0,99,8,2,MECH,Low,1
8.19,4,0,91,1,3,MECH,High,1
5.06,0,8,45,7,3,CSE,Low,0
8.82,1,5,53,7,3,CSE,Medium,1
7.08,0,0,91,3,4,CSE,High,0
7.16,4,3,96,6,2,ECE,High,1
7.41,0,5,91,8,0,CSE,Low,1
7.25,4,6,40,9,3,ECE,Medium,1
7.49,3,4,77,9,4,CSE,Low,1
6.73,0,8,64,1,4,EEE,High,0
7.27,1,2,82,8,1,CSE,Low,1
7.02,0,7,77,3,2,CSE,Medium,1
7.59,3,9,56,7,2,CSE,Medium,1
8.12,2,1,70,2,4,ECE,Medium,1
6.21,0,1,59,5,3,CSE,Medium,0
7.54,4,8,63,2,2,MECH,Medium,1
7.97,0,4,71,9,1,CSE,Medium,1
5.08,4,0,50,3,1,CSE,Medium,1
7.6,4,9,56,5,3,ECE,High,1
6.2,4,3,74,4,3,ECE,Medium,1
7.02,0,7,62,4,2,CSE,High,1
9.13,4,2,47,7,0,CSE,Low,1
6.63,1,4,41,7,4,ECE,Low,0
7.42,2,4,77,7,1,MECH,High,1
5.12,4,0,43,2,2,CSE,Medium,1
6.54,2,5,43,9,4,CSE,Medium,1
8.2,4,9,74,8,3,EEE,Low,1
6.58,2,9,95,9,3,MECH,Medium,1
6.03,2,2,75,4,4,CSE,Medium,0
6.45,0,7,50,9,1,ECE,High,1
9.77,1,9,92,9,2,CSE,High,1
5.43,2,8,75,7,1,ECE,High,1
7.32,4,3,77,4,3,CSE,Low,1
5.29,2,9,60,8,3,CSE,High,1
7.69,0,0,67,3,4,CSE,Medium,0
5.73,2,8,85,1,0,CSE,Low,1
8.17,4,6,70,4,1,CSE,High,1
6.32,2,9,91,8,0,MECH,High,1
8.45,2,5,46,3,3,EEE,High,1
6.74,3,2,97,5,3,ECE,High,1
5.02,2,4,52,6,2,ECE,High,1
6.47,2,6,66,5,4,EEE,High,1
5.41,0,4,60,4,0,ECE,Low,1
7.48,4,3,97,6,3,MECH,High,1
6.44,2,1,42,6,1,ECE,Medium,1
8.2,4,3,73,8,3,CSE,Low,1
7.5,2,0,65,9,4,MECH,High,1
5.18,3,2,55,9,1,EEE,Low,1
6.59,1,4,73,6,1,EEE,Medium,1
7.45,1,3,64,8,1,ECE,Low,1
7.86,3,8,71,7,0,CSE,Medium,1
5.52,0,3,69,9,2,MECH,High,0
8.25,4,7,47,1,2,CSE,Medium,1
6.72,0,1,92,7,2,ECE,Medium,1
5.91,4,0,54,1,2,EEE,High,1
9.03,0,1,75,4,3,ECE,High,1
5.34,0,2,61,7,3,CSE,High,0
9.65,4,3,90,1,2,CSE,Low,1
8.53,3,4,72,9,2,ECE,High,1
7.38,4,8,64,9,3,CSE,Medium,1
5.06,4,1,82,4,3,EEE,Low,1
6.95,4,3,77,8,1,EEE,High,1
8.23,4,6,42,9,4,EEE,Low,1
9.29,2,1,49,6,3,ECE,Medium,1
8.09,3,4,69,7,3,CSE,Low,1
6.99,2,7,91,8,0,MECH,High,1
7.24,1,5,61,4,0,ECE,Medium,1
9.37,4,0,82,1,0,ECE,High,1
6.76,1,4,40,7,4,ECE,High,0
5.33,3,2,85,4,4,MECH,Medium,1
7.21,1,0,41,2,3,EEE,Medium,0
9.99,0,6,63,9,2,ECE,Medium,1
6.9,3,6,42,6,1,ECE,Low,1
5.97,2,3,47,2,4,CSE,Medium,0
5.23,1,3,82,8,1,EEE,High,1
5.85,3,3,85,6,0,ECE,Low,1
6.62,2,4,63,1,1,EEE,Medium,1
7.87,1,3,75,9,4,CSE,Medium,1
8.33,0,2,50,7,0,CSE,Low,1
5.21,2,3,67,4,0,ECE,Low,1
9.68,0,2,82,3,0,CSE,Medium,1
6.18,4,8,67,4,3,EEE,Medium,1
5.75,3,2,81,8,2,EEE,High,1
7.65,3,3,87,6,3,CSE,Medium,1
8.39,3,8,66,1,1,EEE,Medium,1
6.54,3,6,95,1,4,CSE,Medium,1
8.35,0,1,56,5,3,EEE,Medium,0
6.47,4,0,91,8,3,ECE,High,1
9.51,0,1,98,7,3,CSE,Low,1
9.4,3,3,73,5,4,MECH,High,1
5.36,4,0,57,6,4,CSE,High,1
5.75,0,8,81,6,1,EEE,Low,1
8.49,3,8,94,6,2,MECH,Low,1
5.0,0,2,41,4,0,CSE,Low,0
9.11,1,9,59,7,1,CSE,Low,1
6.78,3,8,81,7,0,CSE,High,1
8.72,2,2,62,7,0,ECE,Low,1
5.22,1,3,72,1,3,ECE,Medium,0
6.05,2,7,47,8,0,CSE,Low,1
5.35,1,2,41,6,0,ECE,High,1
5.9,4,4,59,3,2,CSE,Medium,1
6.92,4,6,94,2,1,CSE,Medium,1
7.46,1,4,53,8,1,CSE,Low,1
9.58,2,4,99,7,1,ECE,Medium,1
8.14,1,3,99,6,2,MECH,High,1
8.53,2,4,44,1,3,MECH,Low,1
5.41,3,3,51,1,2,ECE,Medium,1
6.43,0,4,48,2,1,EEE,Low,0
9.96,3,6,43,7,0,EEE,Low,1
7.8,2,6,67,3,3,CSE,Low,1
8.94,4,0,41,3,1,EEE,High,1
5.16,3,8,98,4,4,MECH,Low,1
5.42,3,0,47,5,0,CSE,High,1
5.55,4,4,68,6,1,CSE,Medium,1
5.08,4,8,93,4,3,MECH,Medium,1
9.61,2,7,42,2,3,CSE,High,1
6.27,4,2,86,6,4,EEE,Low,1
9.98,4,9,99,3,1,CSE,Medium,1
8.69,3,7,84,3,3,ECE,High,1
6.25,0,0,58,4,4,MECH,Low,0
9.96,0,9,64,1,1,ECE,Medium,1
9.34,4,2,90,4,0,CSE,Low,1
5.82,2,2,91,7,4,ECE,High,1
5.93,4,3,78,5,3,CSE,Medium,1
8.4,3,0,75,2,3,CSE,Medium,1
5.39,0,8,77,9,4,ECE,Low,0
7.92,1,6,82,4,4,ECE,High,1
5.33,1,7,55,6,4,ECE,Medium,0
6.11,3,1,90,3,2,ECE,Medium,1
9.74,3,3,96,2,0,EEE,Low,1
7.49,1,0,94,8,1,CSE,Medium,1
7.87,2,8,55,1,1,CSE,Medium,1
6.35,0,8,62,8,3,MECH,High,0
7.2,4,2,90,5,2,CSE,Medium,1
5.67,2,2,78,5,2,ECE,High,1
7.58,2,3,83,4,2,EEE,High,1
5.27,2,2,71,8,2,ECE,Medium,1
5.24,1,5,65,4,2,ECE,High,1
8.4,3,1,79,6,4,CSE,Medium,1
5.27,0,0,99,7,1,CSE,Medium,1
7.61,0,2,42,5,0,EEE,Medium,1
6.33,1,9,96,3,1,CSE,High,1
5.94,0,2,46,7,4,ECE,High,0
7.87,1,5,45,1,0,ECE,High,1
6.48,4,2,57,8,3,CSE,Low,1
7.28,3,1,43,5,3,CSE,High,1
5.69,1,8,60,9,4,ECE,Low,0
5.63,1,5,75,3,1,EEE,Medium,1
5.53,2,1,58,6,4,MECH,Low,0
5.36,0,8,66,6,2,CSE,Low,0
7.77,0,5,87,4,4,CSE,Low,0
8.78,0,9,43,9,4,ECE,High,1
8.96,4,3,53,9,2,EEE,High,1
9.79,0,5,58,9,3,ECE,Medium,1
5.84,4,5,45,7,4,ECE,High,1
5.68,4,9,95,4,0,MECH,Low,1
7.35,3,5,72,8,0,EEE,Medium,1
9.31,1,6,86,4,0,CSE,High,1
8.84,0,4,53,4,1,ECE,Medium,1
7.79,4,0,51,2,0,CSE,Medium,1
5.78,4,4,85,7,4,MECH,High,1
6.96,2,0,88,1,1,ECE,Low,1
8.6,3,5,40,1,2,ECE,High,1
6.87,2,1,68,8,0,CSE,Medium,1
5.2,2,0,81,1,1,ECE,Medium,1
7.92,2,8,88,9,1,EEE,Low,1
8.6,4,1,43,5,2,MECH,Low,1
8.57,2,6,62,4,4,CSE,Low,1
5.82,1,1,42,2,4,EEE,Medium,0
6.68,4,2,44,3,2,ECE,Medium,1
7.05,3,7,53,2,3,CSE,Medium,1
7.1,0,6,82,3,3,MECH,High,0
5.57,4,9,91,6,4,CSE,High,1
6.93,1,8,66,2,0,EEE,Medium,1
7.53,0,3,65,1,4,ECE,Low,0
8.55,4,0,50,7,3,MECH,Low,1
7.85,1,1,58,1,0,MECH,Medium,1
7.02,3,6,45,2,0,ECE,Low,1
9.64,0,9,79,3,0,ECE,High,1
7.99,4,9,68,9,1,ECE,Medium,1
9.87,3,9,63,2,4,EEE,High,1
9.34,4,6,95,4,4,MECH,Medium,1
8.37,1,6,77,1,3,CSE,Low,1
9.5,4,7,47,5,1,CSE,High,1
9.96,1,2,62,5,2,MECH,Low,1
6.1,1,4,99,4,4,ECE,Medium,0
8.46,3,9,42,3,1,CSE,Low,1
9.59,2,2,85,7,2,MECH,High,1
5.09,4,8,53,5,4,ECE,Medium,1
9.0,4,1,48,8,4,MECH,Low,1
5.45,2,4,96,3,3,EEE,Medium,1
9.58,2,3,44,9,2,CSE,Medium,1
8.06,0,0,51,6,1,CSE,High,1
5.81,4,9,85,8,2,CSE,Medium,1
5.2,4,5,42,2,4,CSE,High,1
9.14,4,0,93,2,4,MECH,High,1
5.7,3,1,87,8,3,EEE,Low,1
9.7,0,5,82,8,1,ECE,Medium,1
5.45,3,3,82,3,4,CSE,Medium,1
9.19,0,3,91,1,3,MECH,Medium,1
7.12,4,6,56,2,2,MECH,Low,1
9.36,1,1,53,5,2,CSE,Medium,1
8.84,1,9,95,6,2,ECE,Medium,1
9.26,4,6,40,9,3,ECE,High,1
7.35,3,5,59,9,0,CSE,High,1
8.57,3,8,60,7,1,EEE,Medium,1
6.59,2,8,66,5,2,MECH,High,1
5.24,1,3,78,1,2,CSE,Medium,0
6.16,1,4,59,4,2,EEE,Medium,1
5.01,4,1,55,3,0,EEE,Medium,1
6.82,0,5,41,3,0,MECH,Medium,1
7.47,2,7,64,8,1,ECE,Medium,1
5.1,4,1,59,5,3,EEE,Medium,1
5.04,3,2,94,9,1,ECE,Medium,1
8.43,4,7,87,7,2,ECE,Medium,1
5.5,1,1,74,1,1,ECE,High,1
5.37,1,1,72,1,2,CSE,High,0
7.48,3,8,44,3,0,CSE,Low,1
8.59,3,7,99,1,4,MECH,High,1
9.89,0,1,41,7,0,ECE,Low,1
6.48,2,9,50,4,1,ECE,High,1
5.59,1,5,57,9,3,EEE,Medium,0
5.34,1,7,65,1,4,MECH,Low,0
6.04,2,8,65,7,2,ECE,Medium,1
5.5,1,9,49,2,0,CSE,Medium,1
5.02,1,7,55,2,1,ECE,Low,1
6.43,1,5,83,2,0,MECH,Medium,1
5.82,1,5,84,6,4,ECE,High,0
5.09,3,1,42,4,4,EEE,Medium,0
6.77,4,5,90,7,1,MECH,Medium,1
9.13,0,1,98,2,3,MECH,Medium,1
6.52,3,2,96,1,2,MECH,Medium,1
8.55,0,5,85,1,0,ECE,High,1
8.64,4,5,81,7,1,CSE,Medium,1
5.13,0,3,93,6,0,CSE,Medium,1
9.81,4,8,87,9,0,CSE,Medium,1
5.7,4,2,59,8,4,CSE,High,1
8.59,3,9,67,7,0,ECE,Low,1
6.9,0,3,75,7,0,CSE,Low,1
9.34,4,7,58,9,2,ECE,Low,1
9.97,3,8,84,2,3,CSE,Medium,1
5.97,2,4,47,4,2,MECH,Low,1
9.1,0,9,68,9,3,ECE,Low,1
7.53,3,3,88,5,4,ECE,Medium,1
9.83,2,2,63,8,4,ECE,High,1
8.29,2,5,51,9,0,EEE,Low,1
7.97,1,4,54,1,0,EEE,Low,1
6.15,1,3,46,7,2,EEE,High,1
8.59,0,3,64,4,2,EEE,Low,1
